 Number XWIN YWIN XWORLD YWORLD MAG MAGERROR FLUX FLUXERROR FLUXRADIUS FWHM BACKGROUND RA DEC BMAG GMAG RMAG BmG BmR GmR
1062 1435 428.1829 144.1073 324.47903726 62.076840283 -11.4888 0.0301 39401.58 1093.43 1.615 0.96 364.6328 324.4790373 62.07684029999999 4.829422950744629 4.61711311340332 4.388988971710205 0.2123098373413086 0.44043397903442383 0.22812414169311523
1063 1436 420.3667 141.3019 324.28061429 62.297902692 -9.1036 0.1552 4379.622 625.71 1.334 2.21 365.4497 324.2806143 62.2979027 7.390329360961914 6.848642349243164 6.202001094818115 0.54168701171875 1.1883282661437988 0.6466412544250488
1064 1437 50.6918 147.6073 323.33816388 72.942613432 -8.2288 0.3416 1956.611 615.5352 1.6640000000000001 3.49 366.9716 323.3381639 72.94261340000001 8.28913402557373 8.06694507598877 7.751771926879883 0.22218894958496094 0.5373620986938477 0.3151731491088867
1065 1441 348.1379 149.5441 324.41224785 64.535837075 -7.8935 0.478 1436.805 632.4023 3.426 0.96 370.661 324.4122478 64.53583710000001 8.86721134185791 8.787116050720215 8.65633773803711 0.08009529113769531 0.21087360382080078 0.13077831268310547
1066 1443 290.1484 147.4095 324.29067146 66.05340655100001 -6.9319 1.1589 592.6080000000001 632.4023 0.767 2.94 374.8506 324.2906715 66.0534066 8.496603012084961 7.919924259185791 7.2410101890563965 0.5766787528991699 1.2555928230285645 0.6789140701293945
1067 1444 221.0623 146.7124 324.01353518 68.054295794 -8.354 0.3128 2195.765 632.4023 4.098 0.95 374.1208 324.0135352 68.05429579999999 9.43769645690918 8.877687454223633 8.214069366455078 0.5600090026855469 1.2236270904541016 0.6636180877685547
1068 1445 215.1039 144.4038 323.84233681 68.227137391 -9.6647 0.094 7343.0740000000005 635.722 1.119 1.63 375.9146 323.8423368 68.2271374 6.4221320152282715 6.433343410491943 6.51040506362915 -0.011211395263671875 -0.0882730484008789 -0.07706165313720703
1069 1446 471.9809 145.9197 324.66143718 60.825681038 -5.2573 5.419 126.7362 632.4023 0.377 0.96 366.6839 324.6614372 60.825681 9.183688163757324 8.585349082946777 7.8858113288879395 0.5983390808105469 1.2978768348693848 0.6995377540588379
1070 1447 253.0703 144.9291 324.099524 67.11685496 -5.6449 3.792 181.1167 632.4023 0.457 0.95 374.0485 324.09952400000003 67.116855 10.272624015808105 9.641592979431152 8.913745880126953 0.6310310363769531 1.3588781356811523 0.7278470993041992
1071 1449 98.7637 142.706 323.41627798 71.540011568 -6.7663 1.2992 508.7821 608.6575 2.408 1.49 370.5915 323.416278 71.54001159999999 10.215741157531738 9.458361625671387 8.647285461425781 0.7573795318603516 1.568455696105957 0.8110761642456055
1072 1452 265.7678 139.0263 323.6593218 66.754258309 -10.0992 0.0834 10956.34 840.9812 1.845 4.39 374.5352 323.65932180000004 66.7542583 7.3085856437683105 6.605916500091553 5.848333835601807 0.7026691436767578 1.460251808166504 0.7575826644897461
1073 1453 31.9676 141.4986 322.63140286 73.464742646 -9.1429 0.2222 4541.107 928.9847 2.8680000000000003 8.12 361.7085 322.63140289999996 73.4647426 8.333661079406738 7.3987932205200195 6.484940052032471 0.9348678588867188 1.8487210273742676 0.9138531684875488
1074 1454 86.2513 140.987 323.11572591 71.90861849 -7.9663 0.447 1536.443 632.4023 2.8360000000000003 0.96 368.43 323.1157259 71.9086185 8.006059646606445 7.81444787979126 7.540239334106445 0.19161176681518555 0.4658203125 0.27420854568481445
1075 1455 44.9958 141.9293 322.76873429 73.076315233 -4.3579 12.4071 55.35443000000001 632.4023 0.27699999999999997 2.54 366.2853 322.76873430000006 73.0763152 9.29040813446045 9.176034927368164 9.005232810974121 0.11437320709228516 0.2851753234863281 0.17080211639404297
1076 1457 24.2752 133.1538 322.63377605 73.86699863 -7.2964 0.8153 828.9929 622.3369 4.747 1.51 359.8665 322.63377610000003 73.86699859999999 10.611026763916016 10.3386812210083 9.939072608947754 0.27234554290771484 0.6719541549682617 0.3996086120605469
1077 1458 82.0458 140.9697 322.90034669 72.02624934 -8.4365 0.2899 2369.113 632.4023 1.08 2.52 368.5578 322.90034669999994 72.0262493 8.006059646606445 7.81444787979126 7.540239334106445 0.19161176681518555 0.4658203125 0.27420854568481445
1078 1459 461.5946 140.9383 324.34572457 61.118015151 -5.6207 3.8158 177.1193 622.3369 0.469 1.49 367.649 324.34572460000004 61.1180152 8.229059219360352 8.120813369750977 7.964391708374023 0.108245849609375 0.2646675109863281 0.15642166137695312
1079 1462 300.3465 141.0331 323.87582433 65.757525944 -7.5956 0.6222 1092.078 625.71 1.148 2.52 373.3929 323.87582430000003 65.75752589999999 7.923336029052734 7.8814167976379395 7.8482537269592285 0.04191923141479492 0.07508230209350586 0.03316307067871094
1080 1464 177.5399 139.242 323.3540609 69.328918938 -5.9893 2.7172 248.7296 622.3369 0.7440000000000001 1.49 375.2145 323.3540609 69.3289189 11.735183715820312 11.287711143493652 10.7094144821167 0.44747257232666016 1.0257692337036133 0.5782966613769531
1081 1465 306.073 139.0527 323.783717 65.585189705 -7.6764 0.5838 1176.389 632.4023 0.7090000000000001 1.59 373.8594 323.78371699999997 65.5851897 7.982593536376953 7.928596019744873 7.872809410095215 0.05399751663208008 0.10978412628173828 0.0557866096496582
1082 1471 362.1824 144.1263 324.29570608 63.973607928999996 -7.6072 0.6287 1103.823 639.0245 1.403 0.96 367.4024 324.2957061 63.973607900000005 9.007166862487793 8.941880226135254 8.832910537719727 0.06528663635253906 0.1742563247680664 0.10896968841552734
1083 1472 195.5269 136.4573 323.1595063 68.78179188 -7.9331 0.4609 1490.183 632.4023 1.6119999999999999 4.56 377.0797 323.15950630000003 68.78179190000002 8.496567726135254 8.389819145202637 8.237407684326172 0.10674858093261719 0.25916004180908203 0.15241146087646484
1084 1474 124.1807 136.2631 322.72139792 70.8183235 -9.176 0.1475 4681.7429999999995 635.722 1.4509999999999998 2.83 372.8507 322.7213979 70.8183235 7.094931125640869 7.027769088745117 6.957339286804199 0.06716203689575195 0.13759183883666992 0.07042980194091797
1085 1475 132.8724 128.9964 322.13340965 70.554326943 -13.086 0.0097 171553.0 1534.043 1.9269999999999998 1.49 374.8221 322.1334097 70.5543269 3.209699869155884 2.943437337875366 3.3939175605773926 0.2662625312805176 -0.1842176914215088 -0.45048022270202637
1086 1476 134.8946 119.0627 321.31781876 70.474010037 -8.921 0.2006 3701.547 683.586 1.246 1.66 375.2422 321.3178188 70.47400999999999 7.450218677520752 7.099310874938965 6.637965202331543 0.3509078025817871 0.812253475189209 0.4613456726074219
1087 1477 159.6787 135.2409 322.94248369 69.836023877 -5.2606 5.1996 127.1244 608.6575 0.6809999999999999 1.49 376.3113 322.94248369999997 69.8360239 9.398767471313477 8.877203941345215 8.242873191833496 0.5215635299682617 1.1558942794799805 0.6343307495117188
1088 1479 118.008 136.0282 322.69154734 70.988511736 -6.7473 1.3664 499.9597 629.0651 0.505 1.41 369.9664 322.6915473 70.9885117 8.272879600524902 8.182075500488281 8.063688278198242 0.0908041000366211 0.20919132232666016 0.11838722229003906
1089 1480 81.341 136.6191 322.52962387 72.03993034 -6.52 1.6937 405.4928 632.4023 0.7909999999999999 0.96 367.0715 322.52962389999993 72.0399303 8.006059646606445 7.81444787979126 7.540239334106445 0.19161176681518555 0.4658203125 0.27420854568481445
1090 1481 61.3163 135.2342 322.39484276 72.605090498 -7.2692 0.8494 808.5201 632.4023 2.887 0.96 365.7111 322.39484280000005 72.6050905 13.435924530029297 11.660751342773438 10.403159141540527 1.7751731872558594 3.0327653884887695 1.2575922012329102
1091 1482 504.9833 135.8409 324.17105874 59.87102261 -7.1448 0.9576 720.9438 635.722 0.728 1.88 366.3102 324.1710587 59.8710226 9.704988479614258 8.831853866577148 7.951011657714844 0.8731346130371094 1.753976821899414 0.8808422088623047
1092 1483 300.8218 135.23 323.5006197 65.740368459 -8.3075 0.3282 2103.758 635.722 1.22 2.1 373.3095 323.50061969999996 65.7403685 7.923336029052734 7.8814167976379395 7.8482537269592285 0.04191923141479492 0.07508230209350586 0.03316307067871094
1093 1484 94.0296 135.9033 322.51994389 71.678724307 -6.26 2.1744 319.1658 639.0245 0.6559999999999999 2.94 368.6697 322.5199439 71.6787243 8.512266159057617 8.471816062927246 8.44298267364502 0.040450096130371094 0.06928348541259766 0.028833389282226562
1094 1485 48.9722 135.9834 322.20465912 72.971703167 -3.295 33.0224 20.79768 632.4023 0.132 0.95 365.4823 322.2046591 72.97170320000001 11.326644897460938 10.972399711608887 10.47598648071289 0.3542451858520508 0.8506584167480469 0.4964132308959961
1095 1486 218.6387 145.8453 323.72355381 68.00476357 -7.2091 0.8836 764.9279 622.3369 3.2110000000000003 1.51 375.2834 323.7235538 68.00476359999999 10.102621078491211 9.464211463928223 8.740582466125488 0.6384096145629883 1.3620386123657227 0.7236289978027344
1096 1489 37.1678 140.29 322.56727977 73.281107845 -7.798 0.5219 1315.829 632.4023 1.703 0.95 365.1521 322.5672798 73.2811078 9.465937614440918 8.272843360900879 7.231523513793945 1.193094253540039 2.2344141006469727 1.0413198471069336
1097 1490 209.3215 132.8328 322.90172011 68.389275783 -7.9776 0.4447 1552.594 635.722 1.4809999999999999 3.66 376.7572 322.90172010000003 68.3892758 7.021646022796631 7.020197868347168 7.062193393707275 0.0014481544494628906 -0.04054737091064453 -0.04199552536010742
1098 1493 48.9237 133.0693 321.96208959 72.954070603 -5.3028 5.1964 132.1668 632.4023 0.396 0.95 365.4978 321.9620896 72.9540706 9.559228897094727 9.299226760864258 8.920297622680664 0.26000213623046875 0.6389312744140625 0.37892913818359375
1099 1495 369.4733 132.157 323.55325058 63.753428404 -8.1802 0.3573 1870.9879999999998 615.5352 0.9309999999999999 0.98 364.9967 323.5532506 63.7534284 7.379949569702148 7.212134838104248 6.976526737213135 0.1678147315979004 0.40342283248901367 0.23560810089111328
1100 1496 360.9188 132.554 323.53590614 64.004702683 -8.2258 0.352 1951.37 632.4023 0.968 0.88 366.0406 323.53590610000003 64.0047027 7.94401741027832 7.856872081756592 7.741430759429932 0.08714532852172852 0.20258665084838867 0.11544132232666016
1101 1497 246.6309 133.699 323.08594104 67.413783799 -7.1291 0.9664 710.6344 632.4023 3.009 0.95 375.4635 323.085941 67.4137838 11.13869571685791 9.686453819274902 8.544231414794922 1.4522418975830078 2.5944643020629883 1.1422224044799805
1102 1499 13.0556 130.9419 321.49491879 73.950787927 -6.1801 2.3285 296.5027 635.722 0.696 4.69 359.5099 321.4949188 73.95078790000001 9.702851295471191 9.41050910949707 8.998238563537598 0.2923421859741211 0.7046127319335938 0.41227054595947266
1103 1502 419.7584 130.6222 323.60091068 62.313718304 -7.8689 0.4812 1404.6229999999998 622.3369 1.082 3.34 363.7263 323.6009107 62.3137183 8.756429672241211 8.629612922668457 8.423341751098633 0.1268167495727539 0.3330879211425781 0.20627117156982422
1104 1504 85.381 131.1266 322.00207401 71.91427196 -7.1987 0.9159 757.6673 639.0245 1.0 0.95 367.8559 322.00207400000005 71.914272 10.801115036010742 9.87846851348877 8.962204933166504 0.9226465225219727 1.8389101028442383 0.9162635803222656
1105 1505 7.976 143.975 322.67566229 74.12402437 -4.7085 8.8402 76.45248000000001 622.3369 0.33299999999999996 1.51 358.7542 322.6756623 74.12402440000001 10.686464309692383 10.357617378234863 9.893386840820312 0.32884693145751953 0.7930774688720703 0.4642305374145508
1106 1506 25.2537 132.9514 321.49494033 73.541310498 -7.8646 0.4909 1399.0120000000002 632.4023 3.7110000000000003 0.96 361.1696 321.4949403 73.5413105 9.395418167114258 9.075082778930664 8.633506774902344 0.32033538818359375 0.7619113922119141 0.4415760040283203
1107 1507 501.089 136.9283 324.15546106 59.990644317 -5.2675 5.3965 127.9333 635.722 0.49700000000000005 3.99 366.1894 324.1554611 59.9906443 9.704988479614258 8.831853866577148 7.951011657714844 0.8731346130371094 1.753976821899414 0.8808422088623047
1108 1508 358.6035 129.5977 323.36552035 64.039186958 -7.9869 0.4386 1565.911 632.4023 2.201 0.96 366.0201 323.3655203 64.039187 7.94401741027832 7.856872081756592 7.741430759429932 0.08714532852172852 0.20258665084838867 0.11544132232666016
1109 1509 307.9682 129.0879 323.11643648 65.520418294 -6.3058 2.063 332.9075 632.4023 0.562 0.94 373.4746 323.1164365 65.5204183 8.777298927307129 8.712371826171875 8.630135536193848 0.0649271011352539 0.14716339111328125 0.08223628997802734
1110 1510 211.5913 129.0056 322.61608245 68.29207458 -9.3447 0.1256 5468.851 632.4023 1.871 2.12 375.3843 322.6160825 68.29207459999999 7.021646022796631 7.020197868347168 7.062193393707275 0.0014481544494628906 -0.04054737091064453 -0.04199552536010742
1111 1511 66.9281 128.8953 321.58292651 72.43588048699999 -7.3562 0.784 875.9724 632.4023 1.348 3.75 367.6971 321.5829265 72.43588050000001 9.171308517456055 8.916328430175781 8.55392074584961 0.25498008728027344 0.6173877716064453 0.3624076843261719
1112 1513 502.7138 128.9531 323.77923787 59.933199046999995 -6.4706 1.7724 387.4871 632.4023 0.679 0.96 366.3058 323.7792379 59.933199 10.234146118164062 9.896146774291992 9.425605773925781 0.3379993438720703 0.8085403442382812 0.47054100036621094
1113 1515 437.1834 127.4394 323.48157113 61.797958368 -8.1506 0.3752 1820.757 629.0651 1.054 0.91 365.6274 323.4815711 61.797958400000006 7.792328357696533 7.6952362060546875 7.550063133239746 0.0970921516418457 0.2422652244567871 0.1451730728149414
1114 1517 365.2945 125.8147 323.22694364 63.831153236999995 -5.2355 5.4409 124.2187 622.3369 0.775 1.51 364.7093 323.2269436 63.8311532 9.376463890075684 8.71068000793457 7.964507102966309 0.6657838821411133 1.411956787109375 0.7461729049682617
1115 1521 63.7508 137.609 321.44825088 72.55293266 -7.7818 0.5298 1296.286 632.4023 3.9210000000000003 0.95 367.1842 321.44825089999995 72.5529327 9.171308517456055 8.916328430175781 8.55392074584961 0.25498008728027344 0.6173877716064453 0.3624076843261719
1116 1522 1.0413 127.1438 320.80895951 74.282143627 -5.4166 3.5927 146.7701 485.5407 0.42 1.47 358.0026 320.8089595 74.2821436 12.647612571716309 11.694564819335938 10.74537467956543 0.9530477523803711 1.902237892150879 0.9491901397705078
1117 1526 211.0732 124.9469 322.31343275 68.292391447 -3.5994 24.9492 27.52745 632.4023 0.16399999999999998 0.96 373.8813 322.3134327 68.29239140000001 7.021646022796631 7.020197868347168 7.062193393707275 0.0014481544494628906 -0.04054737091064453 -0.04199552536010742
1118 1527 303.9114 141.1763 323.94679569 65.661543588 -6.3835 1.9104 357.5951 629.0651 0.654 3.32 372.3 323.9467957 65.6615436 7.982593536376953 7.928596019744873 7.872809410095215 0.05399751663208008 0.10978412628173828 0.0557866096496582
1119 1528 488.0698 122.8497 323.36535428 60.32443746 -8.3008 0.3197 2090.879 615.5352 1.5230000000000001 3.63 365.6886 323.3653543 60.3244375 7.621799945831299 7.591897010803223 7.35999870300293 0.029902935028076172 0.26180124282836914 0.23189830780029297
1120 1531 267.7334 123.4859 322.54338235 66.679858978 -7.1542 0.9444 727.2413 632.4023 1.225 0.94 374.2381 322.5433823 66.679859 10.227226257324219 9.533478736877441 8.764426231384277 0.6937475204467773 1.4628000259399414 0.7690525054931641
1121 1532 258.1631 123.0866 322.45112864 66.949576537 -6.9721 1.1168 614.957 632.4023 0.8640000000000001 0.94 374.7866 322.4511286 66.9495765 6.940290927886963 6.937366962432861 6.897558689117432 0.0029239654541015625 0.04273223876953125 0.03980827331542969
1122 1533 254.0908 122.0861 322.33471069 67.06951232899999 -9.667 0.0981 7358.931 664.8539999999999 1.683 2.79 373.7865 322.33471069999996 67.0695123 6.940290927886963 6.937366962432861 6.897558689117432 0.0029239654541015625 0.04273223876953125 0.03980827331542969
1123 1535 349.9298 118.1902 322.59292073 64.282563423 -8.6646 0.2493 2923.202 671.1561 1.795 6.28 367.233 322.5929207 64.2825634 8.80093765258789 7.1625165939331055 5.957705497741699 1.6384210586547852 2.8432321548461914 1.2048110961914062
1124 1536 262.3583 115.828 321.92348732 66.814402488 -10.8969 0.0449 22843.39 944.7123 1.902 1.59 374.3746 321.92348730000003 66.8144025 5.352817535400391 5.373805046081543 5.483715057373047 -0.020987510681152344 -0.13089752197265625 -0.1099100112915039
1125 1538 12.2143 121.7824 320.4436452 73.98340796800001 -8.047 0.4128 1655.004 629.0651 2.758 3.96 359.17699999999996 320.4436452 73.983408 9.504457473754883 9.189295768737793 8.75600814819336 0.31516170501708984 0.7484493255615234 0.4332876205444336
1126 1540 430.9157 119.4107 322.98034295 61.936336624 -6.6094 1.5598 440.3031 632.4023 0.9690000000000001 0.95 365.8124 322.9803428999999 61.936336600000004 9.600732803344727 8.914986610412598 8.148776054382324 0.6857461929321289 1.4519567489624023 0.7662105560302734
1127 1541 293.0522 119.9841 322.39089477 65.92267043 -3.5428 26.2848 26.12874 632.4023 0.14 0.94 374.3887 322.3908948 65.9226704 9.116959571838379 8.991018295288086 8.801815032958984 0.12594127655029297 0.31514453887939453 0.18920326232910156
1128 1542 439.1003 117.7646 322.92787899 61.764114335 -8.4007 0.2996 2292.3579999999997 632.4023 2.772 2.52 365.7062 322.927879 61.764114299999996 9.925262451171875 7.5899338722229 6.208664417266846 2.3353285789489746 3.7165980339050293 1.3812694549560547
1129 1543 278.0528 116.5646 322.06756589 66.373090671 -7.8901 0.4919 1432.338 648.8311 1.367 4.33 375.2568 322.0675659 66.3730907 9.367173194885254 8.8351411819458 8.192280769348145 0.5320320129394531 1.1748924255371094 0.6428604125976562
1130 1545 77.2616 118.9861 320.82641337 72.108629725 -6.5589 1.634 420.3064 632.4023 0.68 0.96 368.3629 320.8264134 72.10862970000001 7.137274265289307 7.04224157333374 6.928587913513184 0.0950326919555664 0.20868635177612305 0.11365365982055664
1131 1546 30.7183 121.8975 320.29260526 73.478862252 -7.779 0.5312 1292.9489999999998 632.4023 3.72 2.3 361.2265 320.29260530000005 73.4788623 12.077250480651855 10.055859565734863 8.769256591796875 2.021390914916992 3.3079938888549805 1.2866029739379883
1132 1548 441.4708 116.3963 322.87001679 61.596448495 -8.576 0.2589 2694.1240000000003 642.31 3.471 3.64 365.5508 322.87001680000003 61.5964485 10.244811058044434 9.237771034240723 8.288254737854004 1.007040023803711 1.9565563201904297 0.9495162963867188
1133 1549 282.6708 116.3017 322.11883323 66.256435313 -8.3155 0.3274 2119.375 639.0245 2.219 2.52 375.088 322.1188332 66.2564353 9.367173194885254 8.8351411819458 8.192280769348145 0.5320320129394531 1.1748924255371094 0.6428604125976562
1134 1552 252.5971 117.2594 321.95097495 67.07872211899999 -7.0829 1.0191 680.9977 639.0245 1.0090000000000001 2.88 374.2299 321.950975 67.07872210000001 11.929688453674316 11.309696197509766 10.567391395568848 0.6199922561645508 1.3622970581054688 0.742304801940918
1135 1553 183.2121 115.2611 321.41609793 69.078652623 -6.7455 1.3832 499.1182 635.722 1.101 2.53 371.6601 321.41609789999995 69.0786526 9.954168319702148 9.631377220153809 9.181013107299805 0.32279109954833984 0.7731552124023438 0.4503641128540039
1136 1554 155.1043 115.2926 321.17705486 69.88876485600001 -7.4745 0.7031 976.7454 632.4023 1.089 2.19 374.0725 321.1770549 69.88876490000001 7.801933765411377 7.748938083648682 7.691525936126709 0.05299568176269531 0.11040782928466797 0.057412147521972656
1137 1555 151.5704 114.9064 321.0550141 69.982664736 -7.4539 0.7278 958.422 642.31 0.812 3.94 374.5817 321.05501410000005 69.9826647 7.801933765411377 7.748938083648682 7.691525936126709 0.05299568176269531 0.11040782928466797 0.057412147521972656
1138 1556 38.8008 116.938 320.19286404 73.233235066 -7.3884 0.7325 902.3578 608.6575 1.367 1.5 365.0544 320.192864 73.23323509999999 8.819646835327148 8.52556324005127 8.115959167480469 0.2940835952758789 0.7036876678466797 0.4096040725708008
1139 1557 483.2474 112.276 322.7411726 60.450186083 -10.7513 0.0452 19976.85 830.9092 1.426 1.57 365.1487 322.7411726 60.4501861 5.531756401062012 5.440924167633057 5.3166823387146 0.09083223342895508 0.2150740623474121 0.12424182891845703
1140 1558 484.7974 107.4103 322.45854063 60.378180255 -9.5709 0.1336 6735.243 828.3721 3.5069999999999997 5.35 364.9663 322.45854060000005 60.3781803 7.492001056671143 7.379368305206299 7.205894947052002 0.11263275146484375 0.2861061096191406 0.17347335815429688
1141 1559 262.0711 111.5357 321.60467055 66.807818629 -8.6063 0.2479 2770.302 632.4023 2.505 0.95 375.2415 321.6046706 66.8078186 5.352817535400391 5.373805046081543 5.483715057373047 -0.020987510681152344 -0.13089752197265625 -0.1099100112915039
1142 1560 158.6514 114.8514 321.21652137 69.701280467 -7.5858 0.6245 1082.25 622.3369 2.918 1.5 374.1038 321.2165214 69.70128050000001 8.469944953918457 8.139389038085938 7.697077751159668 0.33055591583251953 0.7728672027587891 0.44231128692626953
1143 1561 158.0344 115.7482 321.20577396 69.803109075 -7.9313 0.4616 1487.6879999999999 632.4023 1.28 0.94 374.0887 321.205774 69.80310909999999 8.469944953918457 8.139389038085938 7.697077751159668 0.33055591583251953 0.7728672027587891 0.44231128692626953
1144 1562 158.9079 114.4502 321.00180806 69.749272781 -7.9176 0.4724 1469.112 639.0245 2.2969999999999997 3.31 374.4566 321.0018081 69.7492728 8.469944953918457 8.139389038085938 7.697077751159668 0.33055591583251953 0.7728672027587891 0.44231128692626953
1145 1563 79.1217 115.1754 320.47777254 72.045346111 -8.5996 0.2508 2753.313 635.722 1.0590000000000002 2.7 368.3859 320.4777725 72.04534609999999 7.137274265289307 7.04224157333374 6.928587913513184 0.0950326919555664 0.20868635177612305 0.11365365982055664
1146 1564 40.4322 116.0685 320.17926847 73.134576787 -7.475 0.7101 977.2681 639.0245 1.123 3.02 364.93199999999996 320.1792685 73.13457679999999 8.819646835327148 8.52556324005127 8.115959167480469 0.2940835952758789 0.7036876678466797 0.4096040725708008
1147 1566 293.7147 114.6572 322.01233156 65.902663406 -8.0479 0.4146 1656.3470000000002 632.4023 1.12 2.33 373.8863 322.01233160000004 65.9026634 8.39255142211914 7.776525974273682 7.076141834259033 0.616025447845459 1.3164095878601074 0.7003841400146484
1148 1567 287.2654 113.6148 321.87307198 66.081181001 -8.9417 0.182 3772.9 632.4023 1.766 4.03 374.2531 321.87307200000004 66.081181 8.122461318969727 6.921228885650635 5.8659987449646 1.2012324333190918 2.256462574005127 1.0552301406860352
1149 1568 35.655 115.2957 319.98719761 73.28808674 -7.6957 0.5765 1197.478 635.722 2.714 1.48 361.8852 319.9871976 73.28808670000001 8.819646835327148 8.52556324005127 8.115959167480469 0.2940835952758789 0.7036876678466797 0.4096040725708008
1150 1569 1.8149 114.8558 319.58926964 74.22579968 -6.8083 1.0576 528.8215 514.9937 0.769 0.96 358.1842 319.5892696 74.2257997 11.418084144592285 10.430893898010254 9.481744766235352 0.9871902465820312 1.9363393783569336 0.9491491317749023
1151 1570 434.2509 114.0457 322.63878026 61.862929905 -8.2347 0.3491 1967.269 632.4023 1.474 4.28 365.7172 322.6387803 61.8629299 9.925262451171875 7.5899338722229 6.208664417266846 2.3353285789489746 3.7165980339050293 1.3812694549560547
1152 1571 314.0036 113.0606 322.04114998 65.31609437 -4.3905 12.04 57.042359999999995 632.4023 0.23 0.94 373.8882 322.04115 65.3160944 9.905547142028809 9.078824996948242 8.226268768310547 0.8267221450805664 1.6792783737182617 0.8525562286376953
1153 1573 178.7039 112.7387 321.09106332 69.205963197 -6.5256 1.6581 407.6129 622.3369 0.7340000000000001 3.72 372.848 321.0910633 69.2059632 9.784398078918457 9.233076095581055 8.577247619628906 0.5513219833374023 1.2071504592895508 0.6558284759521484
1154 1574 167.3028 111.0055 320.86102493 69.518260114 -9.4661 0.1368 6115.423000000001 770.4442 1.956 4.15 372.6649 320.86102489999996 69.51826009999999 6.931082248687744 6.880775451660156 6.835683345794678 0.05030679702758789 0.0953989028930664 0.045092105865478516
1155 1575 40.3814 113.1064 319.88035906 73.137396636 -6.1909 2.2934 299.4675 632.4023 0.586 0.96 364.3735 319.8803591 73.13739659999999 8.819646835327148 8.52556324005127 8.115959167480469 0.2940835952758789 0.7036876678466797 0.4096040725708008
1156 1576 295.9627 108.9898 321.81153929 65.81622451 -6.7054 1.405 481.0367 622.3369 2.47 1.5 372.8632 321.8115393 65.8162245 8.39255142211914 7.776525974273682 7.076141834259033 0.616025447845459 1.3164095878601074 0.7003841400146484
1157 1577 208.13 118.9599 321.82774319 68.366839032 -6.1962 2.2822 300.9339 632.4023 0.5429999999999999 0.96 371.6186 321.8277432 68.366839 9.619428634643555 8.874655723571777 8.075592994689941 0.7447729110717773 1.5438356399536133 0.7990627288818359
1158 1581 438.9734 110.9317 322.46840034 61.719199759 -6.3628 1.9575 350.8588 632.4023 0.5589999999999999 0.94 364.4857 322.4684003 61.719199800000005 9.925262451171875 7.5899338722229 6.208664417266846 2.3353285789489746 3.7165980339050293 1.3812694549560547
1159 1582 338.2172 109.5548 321.92358097 64.611929338 -8.1787 0.3676 1868.4779999999998 632.4023 1.4709999999999999 4.67 370.7451 321.923581 64.6119293 8.953287124633789 8.861604690551758 8.736348152160645 0.09168243408203125 0.21693897247314453 0.12525653839111328
1160 1583 320.7318 108.5261 321.75234229 65.10482872 -8.9601 0.1799 3837.498 635.722 1.869 5.43 373.1388 321.7523423 65.1048287 8.23551082611084 7.466046333312988 6.651461124420166 0.7694644927978516 1.5840497016906738 0.8145852088928223
1161 1584 226.0225 121.0946 322.08188336 67.85653725899999 -7.8988 0.4757 1443.842 632.4023 1.318 4.65 373.8958 322.0818834 67.8565373 9.003708839416504 8.25277328491211 7.452388286590576 0.7509355545043945 1.5513205528259277 0.8003849983215332
1162 1586 503.2676 107.8671 322.60017402 59.884476455 -8.5335 0.2665 2590.7039999999997 635.722 1.943 5.65 365.9583 322.60017400000004 59.8844765 9.690215110778809 8.736527442932129 7.811183452606201 0.9536876678466797 1.8790316581726074 0.9253439903259277
1163 1587 358.9339 108.7954 321.96512778 64.011912012 -8.1364 0.3842 1797.0610000000001 635.722 0.907 1.69 364.3373 321.9651278 64.011912 7.539609432220459 7.278319835662842 6.922101974487305 0.2612895965576172 0.6175074577331543 0.3562178611755371
1164 1588 354.5378 109.4058 321.99301566 64.142327358 -6.5906 1.5274 432.7701 608.6575 0.779 1.51 365.8203 321.99301569999994 64.1423274 7.539609432220459 7.278319835662842 6.922101974487305 0.2612895965576172 0.6175074577331543 0.3562178611755371
1165 1589 426.968 142.9501 323.99493386 62.191820006 -8.5375 0.2641 2600.2729999999997 632.4023 3.505 0.96 364.7773 323.9949339 62.19181999999999 10.803460121154785 9.998762130737305 9.153569221496582 0.8046979904174805 1.6498908996582031 0.8451929092407227
1166 1590 449.3379 108.854 322.4243948 61.359392308000004 -7.9047 0.4731 1451.652 632.4023 3.1889999999999996 0.95 365.37699999999995 322.4243948 61.359392299999996 7.243210792541504 6.962791442871094 6.579366683959961 0.28041934967041016 0.663844108581543 0.3834247589111328
1167 1591 448.7851 106.3656 322.25632136 61.430870667 -9.0274 0.1691 4082.775 635.722 1.311 3.14 364.9845 322.2563214 61.43087070000001 7.243210792541504 6.962791442871094 6.579366683959961 0.28041934967041016 0.663844108581543 0.3834247589111328
1168 1592 317.4878 109.1015 321.75662162 65.207073698 -7.1112 0.9826 698.9752 632.4023 1.091 0.94 373.9522 321.7566216 65.20707370000001 8.23551082611084 7.466046333312988 6.651461124420166 0.7694644927978516 1.5840497016906738 0.8145852088928223
1169 1595 46.2141 107.0362 319.32050254 72.946626119 -4.7342 8.6336 78.28204000000001 622.3369 0.41 1.5 364.6602 319.3205025 72.94662609999999 10.394515037536621 9.1640043258667 8.111990928649902 1.2305107116699219 2.2825241088867188 1.0520133972167969
